code,description,pos_exposed,neg_exposed,pos_absent,neg_absent,total_exposed,total_absent,prior_odds_ratio,lam,log_or,se,z,p_two,ci_low,ci_high,group
M23.90,Unspecified internal derangement of unspecified knee,79,74,13208,13213,153,26421,1.0096686069349712,0.1460682051230935,0.978190535594575,2.9364510137113284,0.3502228361264708,0.08939295039009584,-4.7269260270719045,6.783750431408768,M
R63.6,Underweight,18,2,13269,13285,20,26554,6.91355623100304,0.5233887880875302,4.297464380900857,3.2268983440821235,1.336729972856242,0.9017113241645706,-2.011112800278152,10.638096272067653,R
E84,Cystic fibrosis,25,5,13262,13282,30,26544,8.489589293266002,0.1460682051230935,5.521995609487736,2.9640855297937514,1.8253878027154768,1.4138298823165087,-0.3988953132011223,11.220106457783032,E
Z13.5,Encounter for screening for eye and ear disorders,64,22,13223,13265,86,26488,1.3531557303772572,0.1460682051230935,4.486355311476691,2.924924112605282,1.4652940268081105,0.7510490588127864,-1.446872087151597,10.018619749286662,Z
R93.8,~Abnormal radiologic findings on diagnostic imaging of right testicle,277,47,13010,13240,324,26250,3.771049826805222,0.1460682051230935,6.445002738045364,2.9218877839607686,2.2036863810256344,1.4418089176457836,0.7121294929688595,12.165719139830172,R
D22.72,"Melanocytic nevi of left lower limb, including hip",35,19,13252,13268,54,26520,0.6541249687866157,0.1460682051230935,3.3565355811203226,2.930479611418061,1.1162191229240066,0.4635865822584948,-2.4725771142045803,9.014691877412083,D
G43.10,~Migraine with aura,50,85,13237,13202,135,26439,0.9133388192393952,0.6280665457050362,-2.1614834147265767,2.964236212131772,-0.7020484841752098,0.19291281351926653,-7.89083375691208,3.7287586779833286,G
R09,Other symptoms and signs involving the circulatory and respiratory system,3734,315,9553,12972,4049,22525,6.487480585333913,0.5233887880875302,8.69875624381943,2.960394037588016,2.958815744592053,2.529260231545326,2.956994794892233,14.561526182331487,R
S16.1X,~Strain of muscle,38,15,13249,13272,53,26521,3.4665038167938933,0.1460682051230935,4.077911670165575,2.93018104392811,1.354758477443288,0.655423053008399,-1.7733617045758434,9.712736923986306,S
H53.45,~Other localized visual field defect,40,9,13247,13278,49,26525,2.712901223762313,0.1460682051230935,4.905651940479359,2.940206761599644,1.7508074209763536,1.1557201549124974,-0.614963542422938,10.910435177249957,H
G93,Other disorders of brain,745,43,12542,13244,788,25786,1.7392679108474436,1.3023587891739627,5.962321505223136,3.0116855689435957,1.9641862594790505,1.3361674385752458,0.0127161645018869,11.818306660278823,G
Z92.23,Personal history of estrogen therapy,5,4,13282,13283,9,26565,7.293658765949262,0.1460682051230935,1.9862677314424537,3.0729599297681967,0.6650874039056006,0.4155290765303502,-3.9791038462849326,8.066677730275867,Z
N32.9,"Bladder disorder, unspecified",75,14,13212,13273,89,26485,3.3690327936903275,0.1460682051230935,5.66252798236951,2.9340930721590093,1.9365407815731417,1.3275541600805272,-0.0687258575529918,11.432707639887289,N
S12.9X,~Fracture of neck,47,7,13240,13280,54,26520,2.8601262586037777,0.1460682051230935,6.474857560297384,2.9729466536303097,2.157014476262276,1.1395284275164261,0.5858205999617869,12.23955733811035,S
H26.06,~Combined forms of infantile and juvenile cataract,14,2,13273,13285,16,26558,4.931411229135054,0.1460682051230935,6.633581812066925,3.1406923275709704,2.0865676612287265,1.5014171139764976,0.3976231960183893,12.70891089313914,H
284.1,~ Antineoplastic chemotherapy induced pancytopenia,76,4,13211,13283,80,26494,4.065546218487395,3.2406854222773545,3.8655659419374837,3.2472951680087294,1.1879477928650537,0.523106070815323,-2.506964448850729,10.222198704085375,other
J45.30,"Mild persistent asthma, uncomplicated",99,10,13188,13277,109,26465,3.4526626319150875,0.363464436171896,6.188669791306331,3.1002986148647915,1.947859300924016,0.9473368262260728,-0.0375281338481787,12.115419119060636,J
G44.21,~Episodic tension-type headache,14,7,13273,13280,21,26553,3.156760057737148,0.1460682051230935,3.445710932501656,2.953056446768061,1.165227301482382,0.6380004441480129,-2.346902285386524,9.228866274571924,G
R63,Symptoms and signs concerning food and fluid intake,1241,358,12046,12929,1599,24975,3.198163187486309,0.1752818461477122,5.6407284788907095,2.9162576740501764,1.8639597890075332,0.9183826743618251,-0.2799729719627271,11.151547049591064,R
N64.59,Other signs and symptoms in breast,80,119,13207,13168,199,26375,0.7901170059902589,0.4361573234062751,-2.6054206547928533,2.975525225622732,-0.84760321609547,0.4908302295424359,-8.353987028121999,3.309857526499946,N
M12.27,~Villonodular synovitis (pigmented),11,6,13276,13281,17,26557,4.279123139241777,0.1460682051230935,3.3597247701118502,2.963607324305646,1.0925222031904265,0.6393623847961974,-2.5707568166164934,9.046370423299871,M
K22.70,Barrett's esophagus without dysplasia,382,94,12905,13193,476,26098,2.069151030737486,0.1460682051230935,5.3187542083117885,2.917882875878832,1.9595097657198224,1.543024823320884,-0.0013253573174552,11.43656533833988,K
V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",44,15,13243,13272,59,26515,1.0427517254882763,0.1460682051230935,3.9902100708912065,2.929411020467891,1.459351026581344,0.9276111671772681,-1.4665011160332746,10.016579076030313,V
E87,"Other disorders of fluid, electrolyte and acid-base balance",2983,326,10304,12961,3309,23265,2.793204776264723,0.3028870301432467,7.384947776314302,2.919147541521338,2.637225780199349,1.9906941148735195,1.97702710576516,13.41987519964609,E
X58.XX,~Exposure to other specified factors,173,58,13114,13229,231,26343,2.3807945230159446,0.1460682051230935,4.592800210143691,2.918935819477133,1.5434784832442403,0.7534205314136656,-1.21569444802524,10.226323710692942,other
E91.4,No Data,3,3,13284,13284,6,26568,7.093790924397696,0.2524058584527056,-0.1552255646145986,3.2539399042432238,0.0,-0.09960311591307494,-6.37760502017443,6.37760502017443,E
H81.23,"Vestibular neuronitis, bilateral",23,9,13264,13278,32,26542,1.790723073126421,0.1460682051230935,3.754459231144275,2.940022043310499,1.3499988716443465,0.6364056137418139,-1.7933108775637585,9.731363759721116,H
C77.9,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",32,3,13255,13284,35,26539,4.23161094224924,0.6280665457050362,4.686807518468851,3.2450810731897866,1.4640557355810275,0.8743462379110457,-1.609262472735626,11.111221587993512,C
K86,Other diseases of pancreas,271,25,13016,13262,296,26278,2.2340758556544125,0.4361573234062751,6.738113753997925,3.0701590697780934,2.164527547538844,1.9517151759381604,0.6280426782868584,12.662845085434974,K
Z86.59,Personal history of other mental and behavioral disorders,11,5,13276,13282,16,26558,6.522050811492803,0.1460682051230935,3.7182756718789505,2.9639624189568385,1.2298010886291209,0.5525540057376358,-2.1641753831967,9.454343802174543,Z
M62.83,~Muscle spasm of back,502,467,12785,12820,969,25605,1.045954124438882,0.1460682051230935,1.2278020041808886,2.918387432487406,0.3975115183913583,0.3619408043106829,-4.559841641067307,6.88002688015196,M
R25,Abnormal involuntary movements,592,131,12695,13156,723,25851,1.540573973280554,0.1460682051230935,7.5100285397293325,2.919856668205336,2.562557559356697,1.9218391010240876,1.759486867646066,13.20511468704922,R
B48,"Other mycoses, not elsewhere classified",5,1,13282,13286,6,26568,23.542005793902607,0.1460682051230935,5.19288500048768,3.1520869885459417,1.7063583386835974,1.1636228006151905,-0.7993870565259273,11.5565668908488,B
D49.0,Neoplasm of unspecified behavior of digestive system,125,31,13162,13256,156,26418,1.957397606994938,0.1460682051230935,4.990693393857214,2.9222168228537813,1.7354808642217725,0.930887551777307,-0.6559883506407918,10.798891104980155,D
H10.13,"Acute atopic conjunctivitis, bilateral",72,42,13215,13245,114,26460,1.3926288355625491,0.1460682051230935,3.286280584818078,2.922794969261532,1.0691000358658318,0.8191199880620335,-2.6038126674814803,8.853333080413432,H
T50.99,~Poisoning by other drugs,85,20,13202,13267,105,26469,1.422083235913023,0.1460682051230935,5.180858207068315,2.926247215447096,1.7495900876277215,1.072665098661104,-0.6156060300424668,10.85507227423139,T
G56.22,"Lesion of ulnar nerve, left upper limb",26,5,13261,13282,31,26543,2.0538694992412747,0.1460682051230935,5.531072595356572,2.9660135126495,1.8595684974785536,1.2243401298115706,-0.2977743712334382,11.328784953670873,G
Z01.00,Encounter for examination of eyes and vision without abnormal findings,104,163,13183,13124,267,26307,1.0082085948816997,0.5233887880875302,-1.8676563671110982,2.941911794202663,-0.7092006862383282,0.5218631108141694,-7.8524470256319905,3.679635299029671,Z
R76.11,Nonspecific reaction to tuberculin skin test without active tuberculosis,34,11,13253,13276,45,26529,1.4021614419482589,0.1460682051230935,4.364203531502097,2.934363134230638,1.4881991072660778,0.7008231525914488,-1.384329463897597,10.118162657410648,R
D69.2,Other nonthrombocytopenic purpura,122,15,13165,13272,137,26437,4.786391671466907,0.1460682051230935,8.051219824375226,2.997674819405264,2.6553989247720486,2.0275529175053357,2.084687808868055,13.835357175661912,D
K82,Other diseases of gallbladder,273,70,13014,13217,343,26231,1.6516741373384909,0.1460682051230935,5.308279616790718,2.91843777438245,1.8173979745732047,1.4101133374083479,-0.4160700288302381,11.023995828991431,K
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",1538,315,11749,12972,1853,24721,1.9538277976075684,0.2103382153772546,5.430072842619655,2.9160096823398707,1.8029086970310733,1.0351197517162762,-0.4579747390388595,10.972573172873602,R
H25.81,~Combined forms of age-related cataract,635,101,12652,13186,736,25838,1.819439534609684,0.1752818461477122,5.552297018217967,2.918542835815879,2.0171401013050723,1.306369529013538,0.166870945964316,11.607348637037354,H
D89.9,"Disorder involving the immune mechanism, unspecified",91,9,13196,13278,100,26474,4.566116311145034,0.363464436171896,6.483747180468085,3.200323810837081,2.0016510142697093,1.4573570794148107,0.133411993846888,12.6784508100602,D
Q21.1,Atrial septal defect,68,15,13219,13272,83,26491,3.798847371471887,0.1460682051230935,5.207297532672113,2.930421208741967,1.7883364336466054,1.3340960818311918,-0.5029410151426035,10.984099042190572,Q
S29,Other and unspecified injuries of thorax,351,59,12936,13228,410,26164,2.241294502661069,0.1460682051230935,6.769769165356193,2.920816945318841,2.30040868687118,1.8361067880018762,0.9943766555127818,12.443768692031233,S
I20,Angina pectoris,1854,193,11433,13094,2047,24527,3.153116658176261,0.2524058584527056,10.01533163098751,2.99334972287952,3.288219333784812,2.844779126892201,3.975932781575036,15.709648081528655,I
L98.9,"Disorder of the skin and subcutaneous tissue, unspecified",522,256,12765,13031,778,25796,1.6150972449876402,0.1460682051230935,3.8189344398396767,2.9165529800435173,1.447471060770669,0.8150964916422817,-1.4947127640708162,9.937964835705706,L
D50.1,Sideropenic dysphagia,57,16,13230,13271,73,26501,1.5776213035271476,0.1460682051230935,4.8697961657894995,2.928342197785411,1.602004512972173,0.8538495733304725,-1.0482278256891933,10.430662658447352,D
H53.13,~Sudden visual loss,14,2,13273,13285,16,26558,4.142142640364188,0.1460682051230935,6.54238621507474,3.1406923275709704,2.0865676612287265,1.0755961548134993,0.3976231960183893,12.70891089313914,H
K50.90,"Crohn's disease, unspecified, without complications",94,34,13193,13253,128,26446,0.9159058908413448,0.1460682051230935,4.066835015119147,2.9216060325513995,1.445685193926958,0.771037224005502,-1.5025200170684592,9.94996518456294,K
M15.9,"Polyosteoarthritis, unspecified",385,99,12902,13188,484,26090,2.50358337314859,0.1460682051230935,5.6678644626050385,2.917731112535004,1.9243035522891776,1.1900987019275855,-0.104047552664829,11.333248241616351,M
H35.41,~Lattice degeneration of retina,49,52,13238,13235,101,26473,0.7498555238418746,0.1752818461477122,-1.0230240835989692,3.03172074893726,-0.3820349757524759,0.18059816311861873,-7.100286841908353,4.783840116291305,H
G81.90,"Hemiplegia, unspecified affecting unspecified side",97,5,13190,13282,102,26472,1.9769020162880808,2.2504759876926075,4.3808756263146105,3.23724016913772,1.3764621972496751,0.7154934967833346,-1.888935424580069,10.8008128570525,G
S92.51,No Data,6,7,13281,13280,13,26561,2.537489958046952,0.3028870301432467,-0.7442892931484377,3.1909658140095774,-0.284429134200986,-0.0775291457542794,-7.161781715100997,5.34657442761362,S
B37.89,Other sites of candidiasis,53,5,13234,13282,58,26516,2.500692749224781,0.5233887880875302,5.013347061532552,3.179159999974775,1.655038783780249,1.0798821690698555,-0.9694060012398502,11.492672200841984,B
Z80,Family history of primary malignant neoplasm,572,767,12715,12520,1339,25235,0.9888981635910032,0.363464436171896,-1.9047975019362429,2.9208663330773543,-0.6745948822126805,0.1432957787954716,-7.69519429640849,3.7543913365658863,Z
J22,Unspecified acute lower respiratory infection,29,8,13258,13279,37,26537,3.7559799127791726,0.1460682051230935,4.446738822483437,2.941459586759516,1.5928797262223044,1.0658485956231827,-1.0797635107772514,10.450546193280193,J
L30.9,"Dermatitis, unspecified",206,86,13081,13201,292,26282,1.842087490741144,0.1460682051230935,4.002756221661651,2.9179728451768945,1.3977757498956176,0.7076722255280918,-1.640450002570402,9.797793366254767,L
Z18,Retained foreign body fragments,14,6,13273,13281,20,26554,8.296875379939209,0.1460682051230935,3.822655146098499,2.9542685870892043,1.2767238029200676,0.6827869143889806,-2.018475005997048,9.562045056708696,Z
M20.60,"Acquired deformities of toe(s), unspecified, unspecified foot",22,7,13265,13280,29,26545,2.30051593323217,0.1460682051230935,4.5197618562271185,2.945189026630896,1.488516040761208,0.8905004593870739,-1.388503310645156,10.156425529073111,M
H60.62,"Unspecified chronic otitis externa, left ear",3,1,13284,13286,4,26570,28.77389984825493,0.1460682051230935,4.329685366168242,3.1206429610964785,1.3668086550829006,0.896166200927176,-1.8510260037073287,10.381669621007726,H
M89.8X,~Other specified disorders of bone,33,10,13254,13277,43,26531,1.1919330363698664,0.1460682051230935,4.692605144911676,2.9361418104037083,1.5319735098912288,0.9680364332608888,-1.256640727070944,10.252823676716057,M
J38.00,"Paralysis of vocal cords and larynx, unspecified",45,4,13242,13283,49,26525,10.386118721461186,0.7536798548460434,4.21178199195379,3.1657725026675165,1.4497244529644286,0.7283206928335891,-1.6153022788360687,10.79429789811506,J
M67.00,"Short Achilles tendon (acquired), unspecified ankle",32,15,13255,13272,47,26527,2.546074397138227,0.1460682051230935,3.4330105983854518,2.931936986441355,1.2284291260320632,0.5746914930940377,-2.144814108530722,9.348167688201192,M
T68,Hypothermia,11,2,13276,13285,13,26561,9.77126578291866,0.1460682051230935,5.435889626888664,3.0491113028441514,1.8521940085621216,1.367726502744033,-0.3286026518615559,11.623694024995524,T
R89.7,"Abnormal histological findings in specimens from other organs, systems and tissues",38,9,13249,13278,47,26527,1.6070462492577688,0.1460682051230935,4.847377401158329,2.9395695388897645,1.710299864537577,0.9797623399352678,-0.7339050421129993,10.788995810436903,R
M50.33,"Other cervical disc degeneration, cervicothoracic region",12,5,13275,13282,17,26557,6.064149736042233,0.1460682051230935,4.130861255379569,2.9612295888312223,1.2925914444432458,0.5501656702769908,-1.97624331250812,9.631563375618978,M
D37.4,Neoplasm of uncertain behavior of colon,8,4,13279,13283,12,26562,3.522003034901366,0.1460682051230935,3.396434964155859,2.9811455867885823,1.1522595990358158,0.6235149608601428,-2.4078843642757444,9.27799160127655,D
E03,Other hypothyroidism,3027,1698,10260,11589,4725,21849,1.4878100227945428,0.2103382153772546,3.6920164888092817,2.915816244759531,1.362756291425108,0.8637660856033562,-1.7413478930799244,9.688441757451091,E
N81.89,Other female genital prolapse,17,11,13270,13276,28,26546,1.2200804535173362,0.1460682051230935,2.656848334555515,2.949277400110351,0.948864280422694,0.7020924046591175,-2.9820135066115925,8.578941462656838,N
