method,p_sel,q_sel,n,theta,detK,bias_mean,bias_sd,rmse,cover_95,se_mean,feasible_rate,lam_median
naive,0.96,0.9,35000,0.4,0.8599999999999999,-0.12596506002652294,0.028472378988991024,0.12894652162795034,0.0,0.02412813549513739,1.0,0.0
naive,0.96,0.9,35000,0.7,0.8599999999999999,-0.21635612749519326,0.025830423466890167,0.21779688704769234,0.0,0.024293361853512104,1.0,0.0
naive,0.96,0.9,35000,1.1,0.8599999999999999,-0.3672426669863662,0.025895029936236363,0.36809756790108683,0.0,0.024667438146660326,1.0,0.0
naive,0.96,0.9,35000,1.4,0.8599999999999999,-0.4790394551360262,0.0267971618091444,0.4797416043720642,0.0,0.025096412335589378,1.0,0.0
naive,0.96,0.9,50000,0.25,0.8599999999999999,-0.07664017463168327,0.021538762527376458,0.07942694609252551,0.0625,0.02013091453915531,1.0,0.0
naive,0.96,0.9,50000,0.4,0.8599999999999999,-0.12634982681191173,0.022848787981483192,0.1282720415878259,0.0,0.020170701100731898,1.0,0.0
naive,0.96,0.9,50000,0.7,0.8599999999999999,-0.21571671819870375,0.011038686691333541,0.2159813402276839,0.0,0.020371617015981027,1.0,0.0
naive,0.96,0.9,50000,1.1,0.8599999999999999,-0.36509368398269415,0.022790409026186394,0.36575994607961443,0.0,0.020677799920802403,1.0,0.0
naive,0.96,0.9,50000,1.4,0.8599999999999999,-0.47685217746337655,0.012516395750762301,0.4770061509603324,0.0,0.021022366099947048,1.0,0.0
naive,0.96,0.95,5000,0.25,0.9099999999999999,-0.07959599758683628,0.06984338580656067,0.10444491473480158,0.8125,0.06731289112159375,1.0,0.0
naive,0.96,0.95,5000,0.4,0.9099999999999999,-0.07683993011829564,0.08357026597002076,0.11158792443737277,0.6875,0.06750901698435906,1.0,0.0
naive,0.96,0.95,5000,0.7,0.9099999999999999,-0.1270817452716426,0.062484946223008216,0.14074841190666457,0.6875,0.06801004449953424,1.0,0.0
naive,0.96,0.95,5000,1.1,0.9099999999999999,-0.21293838264650106,0.04965694133205773,0.21829899996944482,0.0,0.07016501727332164,1.0,0.0
naive,0.96,0.95,5000,1.4,0.9099999999999999,-0.3029911478273007,0.06457277333989442,0.3093746531754989,0.0,0.07172735456377212,1.0,0.0
naive,0.96,0.95,10000,0.25,0.9099999999999999,-0.04329139272567925,0.04869743665692951,0.0640107022303687,0.8125,0.04755075752459044,1.0,0.0
naive,0.96,0.95,10000,0.4,0.9099999999999999,-0.06285954835831305,0.04726280052138379,0.07775271290035451,0.8125,0.047734493667302993,1.0,0.0
naive,0.96,0.95,10000,0.7,0.9099999999999999,-0.11031988290481085,0.047195032892968586,0.1194095347880103,0.375,0.0483380165280517,1.0,0.0
naive,0.96,0.95,10000,1.1,0.9099999999999999,-0.21605711024301277,0.04502673899137585,0.22041181719510078,0.0,0.04963832037106693,1.0,0.0
naive,0.96,0.95,10000,1.4,0.9099999999999999,-0.30587800651742764,0.03964094479523418,0.308276737029926,0.0,0.050651330495601256,1.0,0.0
naive,0.96,0.95,20000,0.25,0.9099999999999999,-0.05218325540158392,0.028640259328209194,0.05909390891026602,0.625,0.033591166829873655,1.0,0.0
naive,0.96,0.95,20000,0.4,0.9099999999999999,-0.08033095968392032,0.03288557838905263,0.08641141718892387,0.1875,0.03375799089069275,1.0,0.0
naive,0.96,0.95,20000,0.7,0.9099999999999999,-0.13431058418437847,0.028809299258051205,0.13717665714309857,0.0,0.03413508414658563,1.0,0.0
naive,0.96,0.95,20000,1.1,0.9099999999999999,-0.22545089049904646,0.029394536383885478,0.2272402701392518,0.0,0.03501737376701254,1.0,0.0
naive,0.96,0.95,20000,1.4,0.9099999999999999,-0.2915710827250938,0.03533809137404129,0.2935718450219147,0.0,0.03602990118648854,1.0,0.0
naive,0.96,0.95,35000,0.25,0.9099999999999999,-0.039218465741938074,0.03174390033545711,0.049827538200550206,0.5625,0.02537019074085672,1.0,0.0
naive,0.96,0.95,35000,0.4,0.9099999999999999,-0.07746839748331466,0.0165960181979061,0.0791174202682727,0.0625,0.025505932357268373,1.0,0.0
naive,0.96,0.95,35000,0.7,0.9099999999999999,-0.13121387075430183,0.02444363419993484,0.13333127138042516,0.0,0.02580939576485695,1.0,0.0
naive,0.96,0.95,35000,1.1,0.9099999999999999,-0.21707635986762186,0.01959838807781265,0.21790419173956427,0.0,0.026559843018181012,1.0,0.0
naive,0.96,0.95,35000,1.4,0.9099999999999999,-0.2975130900147265,0.03896064383029564,0.29989514794724914,0.0,0.027206239621247838,1.0,0.0
naive,0.96,0.95,50000,0.25,0.9099999999999999,-0.06077447120901909,0.024778401855286195,0.06533859865601314,0.1875,0.021229459815648787,1.0,0.0
naive,0.96,0.95,50000,0.4,0.9099999999999999,-0.08074896983513313,0.018144078227061083,0.08263793457441683,0.0,0.021338504882411097,1.0,0.0
naive,0.96,0.95,50000,0.7,0.9099999999999999,-0.12397391670235322,0.02843064541106333,0.12699336506725864,0.0,0.021644581098437362,1.0,0.0
naive,0.96,0.95,50000,1.1,0.9099999999999999,-0.2198808990712792,0.02190965210784045,0.22090187997935362,0.0,0.022168335033842367,1.0,0.0
naive,0.96,0.95,50000,1.4,0.9099999999999999,-0.29992653980757206,0.02494064305230769,0.3008971381171053,0.0,0.022761675288353114,1.0,0.0
naive,0.99,0.6,5000,0.25,0.5899999999999999,-0.14123366899062353,0.05502487069320188,0.1509485081962766,0.25,0.056634184672933456,1.0,0.0
naive,0.99,0.6,5000,0.4,0.5899999999999999,-0.25839869239115576,0.06448241449903518,0.2658345202336558,0.0,0.056652672743977645,1.0,0.0
naive,0.99,0.6,5000,0.7,0.5899999999999999,-0.4469834281362235,0.045683670506984526,0.44916672341121205,0.0,0.05674476167914254,1.0,0.0
naive,0.99,0.6,5000,1.1,0.5899999999999999,-0.6934294276975713,0.05778211669987178,0.6956827372402984,0.0,0.056904792384730125,1.0,0.0
naive,0.99,0.6,5000,1.4,0.5899999999999999,-0.8852762936081173,0.046653563025451185,0.8864280209264369,0.0,0.05707195130186251,1.0,0.0
naive,0.99,0.6,10000,0.25,0.5899999999999999,-0.15328087173946633,0.03407940422883518,0.15679235814211753,0.0,0.04004088522394928,1.0,0.0
naive,0.99,0.6,10000,0.4,0.5899999999999999,-0.23875237017746934,0.047945389759284356,0.2432237285701807,0.0,0.04006484103000198,1.0,0.0
naive,0.99,0.6,10000,0.7,0.5899999999999999,-0.4535174567064791,0.05942798898407664,0.45715318991016174,0.0,0.04010954981962888,1.0,0.0
naive,0.99,0.6,10000,1.1,0.5899999999999999,-0.6981443751267762,0.03827544910737004,0.6991273241693923,0.0,0.0402324160342741,1.0,0.0
naive,0.99,0.6,10000,1.4,0.5899999999999999,-0.8845928989684075,0.035384783620960744,0.8852561350452419,0.0,0.04035989082428181,1.0,0.0
naive,0.99,0.6,20000,0.25,0.5899999999999999,-0.14664073982669065,0.02216167531413392,0.14820239602939186,0.0,0.028314058324295906,1.0,0.0
naive,0.99,0.6,20000,0.4,0.5899999999999999,-0.253793173495434,0.027604268241048956,0.25519668064345397,0.0,0.028323031091391275,1.0,0.0
naive,0.99,0.6,20000,0.7,0.5899999999999999,-0.4554604701718187,0.03060761608047385,0.45642361290377026,0.0,0.02835473135138452,1.0,0.0
naive,0.99,0.6,20000,1.1,0.5899999999999999,-0.7039221123890601,0.0329095511051383,0.7046429513977962,0.0,0.028441786090892863,1.0,0.0
naive,0.99,0.6,20000,1.4,0.5899999999999999,-0.9175430748253287,0.017776390459244125,0.9177044972179597,0.0,0.02850874751330132,1.0,0.0
naive,0.99,0.6,35000,0.25,0.5899999999999999,-0.1477349912060545,0.014971255709507539,0.1484444592030214,0.0,0.02140309311389642,1.0,0.0
naive,0.99,0.6,35000,0.4,0.5899999999999999,-0.25924421995611024,0.014030200382136992,0.2595999021489459,0.0,0.02140755039341422,1.0,0.0
naive,0.99,0.6,35000,0.7,0.5899999999999999,-0.4346045601284677,0.019199371173763545,0.4350019552221405,0.0,0.021441843256560088,1.0,0.0
naive,0.99,0.6,35000,1.1,0.5899999999999999,-0.7029803840319526,0.025789055744111115,0.7034237190467945,0.0,0.02150197226871883,1.0,0.0
naive,0.99,0.6,35000,1.4,0.5899999999999999,-0.8967870459902909,0.018896738402982144,0.8969736755658557,0.0,0.021564253637769204,1.0,0.0
naive,0.99,0.6,50000,0.25,0.5899999999999999,-0.15250754736681463,0.02116826246318783,0.15387865797786812,0.0,0.017904622993636304,1.0,0.0
naive,0.99,0.6,50000,0.4,0.5899999999999999,-0.2452801217806574,0.015645126392007217,0.24574745165884657,0.0,0.017913841204800145,1.0,0.0
naive,0.99,0.6,50000,0.7,0.5899999999999999,-0.4422446290018944,0.017512430603637018,0.442569575637625,0.0,0.01793795579077008,1.0,0.0
naive,0.99,0.6,50000,1.1,0.5899999999999999,-0.6987042281955231,0.016436552884263437,0.6988854510948836,0.0,0.017991524581032616,1.0,0.0
naive,0.99,0.6,50000,1.4,0.5899999999999999,-0.9067895370492371,0.023374182664974694,0.9070719210135831,0.0,0.01803602836560146,1.0,0.0
naive,0.99,0.7,5000,0.25,0.69,-0.13346328025445722,0.05118046172368743,0.14236632979619518,0.3125,0.05701583152721699,1.0,0.0
naive,0.99,0.7,5000,0.4,0.69,-0.21743921911912914,0.06498682111399609,0.22636065359782112,0.0625,0.05703063889577766,1.0,0.0
naive,0.99,0.7,5000,0.7,0.69,-0.39639891620027756,0.045613192632514316,0.39885163770254517,0.0,0.05722394153887524,1.0,0.0
naive,0.99,0.7,5000,1.1,0.69,-0.6167365333824861,0.06672054738634776,0.620110761144297,0.0,0.057448011212412824,1.0,0.0
naive,0.99,0.7,5000,1.4,0.69,-0.8096067560590293,0.044595453362074405,0.8107573969833443,0.0,0.057657078153652175,1.0,0.0
naive,0.99,0.7,10000,0.25,0.69,-0.13776119193091596,0.03255724970291547,0.14132187411607952,0.0,0.04033660111695277,1.0,0.0
naive,0.99,0.7,10000,0.4,0.69,-0.2251981378652572,0.03672566529872956,0.22798832729744423,0.0,0.04033441021818138,1.0,0.0
naive,0.99,0.7,10000,0.7,0.69,-0.3810980287445391,0.04601394112196399,0.38369344549646744,0.0,0.04044674505739418,1.0,0.0
naive,0.99,0.7,10000,1.1,0.69,-0.632250572713336,0.03180686424176197,0.6330001844556835,0.0,0.04058652955279969,1.0,0.0
naive,0.99,0.7,10000,1.4,0.69,-0.8260738161130027,0.04994732917524107,0.8274882261268163,0.0,0.040737339697450345,1.0,0.0
naive,0.99,0.7,20000,0.25,0.69,-0.13171697008395036,0.022159616316219797,0.1334530564137563,0.0,0.02852443970058527,1.0,0.0
naive,0.99,0.7,20000,0.4,0.69,-0.22812632735908256,0.032123536328651836,0.2302369382211733,0.0,0.028518443299804356,1.0,0.0
naive,0.99,0.7,20000,0.7,0.69,-0.38516897827825,0.02380173190931114,0.38585781917330125,0.0,0.028598119788222354,1.0,0.0
naive,0.99,0.7,20000,1.1,0.69,-0.6275462460634229,0.03530826971449029,0.6284767678595096,0.0,0.028715837753421295,1.0,0.0
naive,0.99,0.7,20000,1.4,0.69,-0.8051241496989857,0.024229626130884686,0.8054658770159383,0.0,0.02882404873405086,1.0,0.0
naive,0.99,0.7,35000,0.25,0.69,-0.14343988170068334,0.016354855477265413,0.1443113418234448,0.0,0.02155137800452393,1.0,0.0
naive,0.99,0.7,35000,0.4,0.69,-0.21725072935270298,0.02074273590595753,0.21817710507484894,0.0,0.021572263758974253,1.0,0.0
naive,0.99,0.7,35000,0.7,0.69,-0.39209758820995577,0.018869414883216497,0.3925230185249928,0.0,0.021616285166531198,1.0,0.0
naive,0.99,0.7,35000,1.1,0.69,-0.6245868439972899,0.027658611003157346,0.6251607089656667,0.0,0.021705342385361287,1.0,0.0
naive,0.99,0.7,35000,1.4,0.69,-0.8233314379857728,0.01821444815190957,0.8235203018229766,0.0,0.021783346815349054,1.0,0.0
naive,0.99,0.7,50000,0.25,0.69,-0.13794359924066152,0.016961241052558685,0.1389177455848732,0.0,0.01803901647808427,1.0,0.0
naive,0.99,0.7,50000,0.4,0.69,-0.2234776203112523,0.022985726306157597,0.22458310025008107,0.0,0.018044738239534515,1.0,0.0
naive,0.99,0.7,50000,0.7,0.69,-0.3963167690995386,0.013637280337051317,0.39653667348815463,0.0,0.018083450522180123,1.0,0.0
naive,0.99,0.7,50000,1.1,0.69,-0.627945463028696,0.018558309408969603,0.6282025069262579,0.0,0.018160901449793782,1.0,0.0
naive,0.99,0.7,50000,1.4,0.69,-0.8095265286715281,0.02097183924105091,0.8097811618187687,0.0,0.018237287454769914,1.0,0.0
naive,0.99,0.8,5000,0.25,0.79,-0.13956144011859484,0.05186138301854497,0.14832025629034998,0.25,0.059051445109764254,1.0,0.0
naive,0.99,0.8,5000,0.4,0.79,-0.18449259338688895,0.06609405143624429,0.1952765069655674,0.125,0.05907282256929284,1.0,0.0
naive,0.99,0.8,5000,0.7,0.79,-0.33511538777443484,0.05102268410692576,0.3387372584664149,0.0,0.0594349026450043,1.0,0.0
naive,0.99,0.8,5000,1.1,0.79,-0.532954396849953,0.050701033278150266,0.5352105396231489,0.0,0.05967624663701698,1.0,0.0
naive,0.99,0.8,5000,1.4,0.79,-0.6764788910059444,0.05910160210813528,0.6788949674932393,0.0,0.06021854243127532,1.0,0.0
naive,0.99,0.8,10000,0.25,0.79,-0.11118484125226738,0.05257950100499745,0.12228607894954976,0.375,0.04176293365145701,1.0,0.0
naive,0.99,0.8,10000,0.4,0.79,-0.1746270657052105,0.053645485813845414,0.18218832383210695,0.0,0.04183380636087828,1.0,0.0
naive,0.99,0.8,10000,0.7,0.79,-0.3166101170062004,0.04096754171074678,0.3190852698690239,0.0,0.0419484494728894,1.0,0.0
naive,0.99,0.8,10000,1.1,0.79,-0.5185913835817261,0.03858860008229685,0.5199356072418977,0.0,0.04227933886657464,1.0,0.0
naive,0.99,0.8,10000,1.4,0.79,-0.6724475806302616,0.030608798177596427,0.6731003573491116,0.0,0.04257625640644443,1.0,0.0
naive,0.99,0.8,20000,0.25,0.79,-0.11319631207510358,0.03440683244989143,0.1179968042117538,0.0625,0.029505678868535484,1.0,0.0
naive,0.99,0.8,20000,0.4,0.79,-0.18878356378496758,0.023122026835482277,0.19010641183958626,0.0,0.029532243971115507,1.0,0.0
naive,0.99,0.8,20000,0.7,0.79,-0.3328398967715422,0.02267191704601537,0.33356301760915197,0.0,0.029674246410034914,1.0,0.0
naive,0.99,0.8,20000,1.1,0.79,-0.5217600126019833,0.031723279040918914,0.5226633517680962,0.0,0.029864008879077503,1.0,0.0
naive,0.99,0.8,20000,1.4,0.79,-0.6769333891512507,0.029996983279132475,0.6775561922569829,0.0,0.03012090454235677,1.0,0.0
naive,0.99,0.8,35000,0.25,0.79,-0.10831315891171285,0.021395108662256537,0.11027638754936102,0.0,0.022317263395504,1.0,0.0
naive,0.99,0.8,35000,0.4,0.79,-0.18860699296868422,0.024783343661360938,0.19012738765637263,0.0,0.022350244927482197,1.0,0.0
naive,0.99,0.8,35000,0.7,0.79,-0.32089826922913706,0.02374606708554182,0.32172089249054037,0.0,0.022428280396932135,1.0,0.0
naive,0.99,0.8,35000,1.1,0.79,-0.5142208180757551,0.026243394443852756,0.5148482502251888,0.0,0.02262008188998152,1.0,0.0
naive,0.99,0.8,35000,1.4,0.79,-0.6734433126472963,0.026785457282709535,0.6739425159285417,0.0,0.022756949334084838,1.0,0.0
naive,0.99,0.8,50000,0.25,0.79,-0.10770022315755728,0.014573790262483932,0.10862071036703397,0.0,0.018670297314108655,1.0,0.0
naive,0.99,0.8,50000,0.4,0.79,-0.18124163429414164,0.02295150532805593,0.1825989550179126,0.0,0.018684185538397343,1.0,0.0
naive,0.99,0.8,50000,0.7,0.79,-0.32085472449413555,0.011883516204552374,0.32106096938939027,0.0,0.018763129003668045,1.0,0.0
naive,0.99,0.8,50000,1.1,0.79,-0.5216972879405853,0.017064269302685856,0.5219588587244874,0.0,0.018900010292108693,1.0,0.0
naive,0.99,0.8,50000,1.4,0.79,-0.6766751916502378,0.018996459355884714,0.6769251261189764,0.0,0.019055419689288033,1.0,0.0
naive,0.99,0.9,5000,0.25,0.8900000000000001,-0.07063849786221822,0.07760430981555272,0.10313013369431426,0.8125,0.06320190279808494,1.0,0.0
naive,0.99,0.9,5000,0.4,0.8900000000000001,-0.10206495566536598,0.03432435578934546,0.10733956161548547,0.75,0.06346081328656161,1.0,0.0
naive,0.99,0.9,5000,0.7,0.8900000000000001,-0.18527175640924282,0.04861463248642309,0.19115777464968278,0.0625,0.06405314295520828,1.0,0.0
naive,0.99,0.9,5000,1.1,0.8900000000000001,-0.3436258452875562,0.06808842946447037,0.34989284593621234,0.0,0.0650547277353427,1.0,0.0
naive,0.99,0.9,5000,1.4,0.8900000000000001,-0.4396916878738552,0.0583403496502548,0.4433053710568388,0.0,0.06617966787107642,1.0,0.0
naive,0.99,0.9,10000,0.25,0.8900000000000001,-0.08188046264605431,0.04070735895376174,0.09087315978362588,0.625,0.044752088546829105,1.0,0.0
naive,0.99,0.9,10000,0.4,0.8900000000000001,-0.12267894457421666,0.035894360964505836,0.12750687537963717,0.125,0.04480938073349673,1.0,0.0
naive,0.99,0.9,10000,0.7,0.8900000000000001,-0.22558508983470724,0.05060112847535591,0.23084427071302027,0.0,0.04511939051371516,1.0,0.0
naive,0.99,0.9,10000,1.1,0.8900000000000001,-0.335641297557679,0.05181393884958034,0.3393699634898708,0.0,0.046064054694636765,1.0,0.0
naive,0.99,0.9,10000,1.4,0.8900000000000001,-0.460444045904517,0.06259847775488697,0.4644161692249455,0.0,0.046565089867832136,1.0,0.0
naive,0.99,0.9,20000,0.25,0.8900000000000001,-0.07392310480376733,0.0299840709218082,0.07941964272809052,0.375,0.03163579259946142,1.0,0.0
naive,0.99,0.9,20000,0.4,0.8900000000000001,-0.1163833236818665,0.03325485749984679,0.1207553134725954,0.0625,0.03163496828497629,1.0,0.0
naive,0.99,0.9,20000,0.7,0.8900000000000001,-0.2110775434747199,0.0391254034548269,0.21445011478221765,0.0,0.031942424652216105,1.0,0.0
naive,0.99,0.9,20000,1.1,0.8900000000000001,-0.3401175713182316,0.04138603592854344,0.3424700221058387,0.0,0.03245315901765955,1.0,0.0
naive,0.99,0.9,20000,1.4,0.8900000000000001,-0.44888901617411003,0.034075363864635305,0.45009988737263756,0.0,0.0330030381912704,1.0,0.0
naive,0.99,0.9,35000,0.25,0.8900000000000001,-0.07233549553318977,0.030467645710818884,0.07811967747945839,0.25,0.02390723570657328,1.0,0.0
naive,0.99,0.9,35000,0.4,0.8900000000000001,-0.1156584014775506,0.025174408063463896,0.11819901534003556,0.0,0.023974116738968227,1.0,0.0
naive,0.99,0.9,35000,0.7,0.8900000000000001,-0.21373409567101226,0.02301424374665147,0.21489256758688471,0.0,0.02412067255201756,1.0,0.0
naive,0.99,0.9,35000,1.1,0.8900000000000001,-0.36039079703615884,0.022931519368225267,0.36107411324769556,0.0,0.02451249957406889,1.0,0.0
naive,0.99,0.9,35000,1.4,0.8900000000000001,-0.46252670750114083,0.02270336696615081,0.4630487909972022,0.0,0.024903659421560857,1.0,0.0
naive,0.99,0.9,50000,0.25,0.8900000000000001,-0.08174167027996021,0.01507854798356164,0.08303525219067812,0.0,0.020005268181887935,1.0,0.0
naive,0.99,0.9,50000,0.4,0.8900000000000001,-0.11165906809035338,0.01586473942221725,0.11271072185658558,0.0,0.020029563661114948,1.0,0.0
naive,0.99,0.9,50000,0.7,0.8900000000000001,-0.2116986953598876,0.024610839282963266,0.21303561953145794,0.0,0.020195910529112047,1.0,0.0
naive,0.99,0.9,50000,1.1,0.8900000000000001,-0.3455529695326527,0.01944471731859851,0.3460654861727179,0.0,0.020545961903567608,1.0,0.0
naive,0.99,0.9,50000,1.4,0.8900000000000001,-0.4534668550105249,0.0228355339674565,0.4540055713909154,0.0,0.020886368348326596,1.0,0.0
naive,0.99,0.95,5000,0.25,0.94,-0.021340013360860416,0.06895624506593981,0.07009404161899946,0.9375,0.0666873121443392,1.0,0.0
naive,0.99,0.95,5000,0.4,0.94,-0.059461769049526506,0.06380322083015284,0.08574453207074868,0.8125,0.0668790534852368,1.0,0.0
naive,0.99,0.95,5000,0.7,0.94,-0.11107418812055997,0.08075145689160924,0.13583343916310384,0.6875,0.06761473012929083,1.0,0.0
naive,0.99,0.95,5000,1.1,0.94,-0.2057449610420672,0.0886369211205906,0.22292703132040972,0.3125,0.06948273402767578,1.0,0.0
naive,0.99,0.95,5000,1.4,0.94,-0.30362196648370177,0.07921141123758028,0.3131590541917775,0.0,0.0713500011296353,1.0,0.0
naive,0.99,0.95,10000,0.25,0.94,-0.03530648638826043,0.04268396625796292,0.05435622223467984,0.875,0.04707749863495074,1.0,0.0
naive,0.99,0.95,10000,0.4,0.94,-0.08343288027582471,0.04308823433725771,0.09328238956672708,0.5625,0.04716798429862741,1.0,0.0
naive,0.99,0.95,10000,0.7,0.94,-0.1268689051386716,0.04810908632705108,0.1351500944010304,0.3125,0.04784266520012053,1.0,0.0
naive,0.99,0.95,10000,1.1,0.94,-0.22786114070912383,0.04631267733141045,0.2322315859691921,0.0,0.04901598790733439,1.0,0.0
naive,0.99,0.95,10000,1.4,0.94,-0.2732851274965085,0.051216272990422314,0.27774794934638675,0.0,0.05073963436327036,1.0,0.0
naive,0.99,0.95,20000,0.25,0.94,-0.04273243254054941,0.040982987819180465,0.058315441786528616,0.8125,0.033314315625890364,1.0,0.0
naive,0.99,0.95,20000,0.4,0.94,-0.07087079978996423,0.0266820507818259,0.07543279364555501,0.4375,0.03338783123387858,1.0,0.0
naive,0.99,0.95,20000,0.7,0.94,-0.10742840314334064,0.030786987209630017,0.11148749020420934,0.125,0.033816475306779586,1.0,0.0
naive,0.99,0.95,20000,1.1,0.94,-0.2048382613503058,0.027696330901944663,0.20658619783726315,0.0,0.0347871407750534,1.0,0.0
naive,0.99,0.95,20000,1.4,0.94,-0.2733696035555956,0.03069289981446773,0.2749802099533267,0.0,0.03573269064538659,1.0,0.0
naive,0.99,0.95,35000,0.25,0.94,-0.04163053183178356,0.025563091171842717,0.048432745472106374,0.625,0.025192678223754754,1.0,0.0
naive,0.99,0.95,35000,0.4,0.94,-0.07434568231203695,0.014857994679071349,0.0757247844761405,0.0625,0.02521867551998194,1.0,0.0
naive,0.99,0.95,35000,0.7,0.94,-0.11874429932517733,0.030157638293444117,0.12228184277704776,0.0,0.025571629018144942,1.0,0.0
naive,0.99,0.95,35000,1.1,0.94,-0.2161551228268434,0.029651401294548716,0.21805341632980088,0.0,0.0262553049959463,1.0,0.0
naive,0.99,0.95,35000,1.4,0.94,-0.282465470400842,0.021280117677180407,0.28321596470556076,0.0,0.026980388282793647,1.0,0.0
naive,0.99,0.95,50000,0.25,0.94,-0.039775801010917,0.018857922444048443,0.04376653124859455,0.5625,0.021036933680093083,1.0,0.0
naive,0.99,0.95,50000,0.4,0.94,-0.07075009783361334,0.015638536176907667,0.07235229726043625,0.0,0.021128071402492437,1.0,0.0
naive,0.99,0.95,50000,0.7,0.94,-0.1263188318624155,0.02210355866978746,0.1281190037907614,0.0,0.021404994586781453,1.0,0.0
naive,0.99,0.95,50000,1.1,0.94,-0.21011792414430025,0.024855522747512418,0.21149167062693336,0.0,0.02198326613495386,1.0,0.0
naive,0.99,0.95,50000,1.4,0.94,-0.2872694197303596,0.021690638430620794,0.2880361054981214,0.0,0.02254646408663856,1.0,0.0
