feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
94,0.032710994274749286,0.03193363460973649,151434,149022,148583,150961,165383,135073,164711,134833,0.0022931699799279,0.0051901546294667086,0.6586116757007899,0.004334221096167067,0.005291750807952058,0.41275652906412164,144615.32467532463,141533.24675324676,143867.27272727268,141412.72727272726
95,-0.06974016897695155,-0.06384401175356116,147647,152566,152222,147565,163586,136627,165785,134002,-0.03275266978327549,0.005189083016701048,2.75734465490614e-10,-0.061933551492219345,0.005292198136344909,1.2331203587101544e-31,141474.28571428568,144442.85714285716,145693.76623376622,139817.66233766233
96,-0.004296078119533799,-0.001759159723143478,149747,150298,149834,150121,164913,135132,165127,134828,-0.0035489868783754887,0.0051900563836704645,0.494098263489854,-0.006707994286396542,0.0052917319758845945,0.20492767721251914,143974.28571428568,141782.85714285716,144410.12987012984,141261.2987012987
97,0.0010224708252270225,-0.007168022433447567,149468,149834,150704,149994,164545,134757,165805,134893,-0.006619575597786627,0.005190616755208789,0.20220430130272404,-0.012509664316452902,0.005291871656754566,0.0180817662781761,143691.1688311688,141358.354978355,145256.88311688308,141122.1645021645
98,-0.04416282230387427,-0.044557624536505684,148330,151977,151365,148328,164385,135922,165113,134580,-0.014341174340805283,0.0051891552506243156,0.0057153229979585145,-0.027115126441427863,0.005291710145077458,2.9899992412418044e-07,142878.1818181818,143128.48484848486,144520.7792207792,140901.12554112554
99,0.01031185264859818,0.007808360786465892,150630,149747,149667,149956,164788,135589,164577,135046,-0.0027315256983344105,0.005188892806167784,0.5985979290835126,-0.005164903268999999,0.00529156951251705,0.32903342745688513,143574.5454545454,142498.78787878787,143582.59740259737,141772.6406926407
100,-0.020179204119154963,-0.018230329552362298,149022,150765,150602,149611,164681,135106,165166,135047,-0.0033775384983641714,0.005189720071682113,0.515167056902941,-0.006384626613153697,0.005291675676554422,0.22760874541038156,143686.49350649345,141824.93506493507,144347.01298701295,141570.1298701299
101,0.02672187466523308,0.017892261808345977,150092,149243,149414,151251,164737,134598,165052,135613,0.005602347915469529,0.005189637948746054,0.2803534110942981,0.01059058890363394,0.005291684236461443,0.045353124932846114,144023.11688311686,141057.8354978355,143904.93506493504,142442.683982684
102,-0.003891328399043453,-0.0012392751776276105,149816,149859,150234,150091,164921,134754,165426,134899,-0.001981931944138194,0.005190597257403733,0.702586579832083,-0.0037454473107112183,0.005291836477760947,0.47908291069683573,144181.03896103892,141223.72294372294,144761.5584415584,141262.25108225108
103,0.020732954861106177,0.027963348899601486,151089,149212,148691,151008,165766,134535,164370,135329,0.014341586164464945,0.005190255577295512,0.005724200896939679,0.027106102969256137,0.005291879136578075,3.0197932221530533e-07,145392.20779220774,140608.7445887446,143166.75324675321,142260.8658008658
104,0.03776448787567645,0.0380516452147602,151148,148450,148696,151706,165577,134021,164316,136086,0.022935395229157992,0.00518989796294063,9.904943778729532e-06,0.043355233060716945,0.005291997446817614,2.5563673644334635e-16,145413.76623376622,139917.66233766233,142703.3766233766,143393.76623376625
105,0.011864639172955473,0.007787645862664381,150217,149541,149875,150367,165289,134469,165137,135105,0.005638568928692732,0.005190742203619212,0.27735773257295293,0.010655317463957861,0.005291882678768268,0.044059836869084,144807.01298701295,140676.79653679655,144279.22077922075,141665.54112554115
106,-0.027133227235187178,-0.016667284822146727,149636,150388,150862,149114,164525,135499,165622,134354,-0.015131650069393899,0.005190280255866126,0.0035525332322986635,-0.028599198537503152,0.005291894727165201,6.504744391500277e-08,143279.7402597402,142457.4025974026,145299.22077922075,140392.2077922078
107,-0.04691944673154934,-0.04648479283088471,147984,151632,151854,148530,163771,135845,166423,133961,-0.03002934608879314,0.005190469194066372,7.230636121136438e-09,-0.056756867573117056,0.0052923106975577465,7.819117528819718e-27,142120.7792207792,143227.7922077922,146543.63636363632,139536.36363636365
108,0.054326619893164,0.05481437599847175,152337,147781,148108,151774,165642,134476,163848,136034,0.022408698597367056,0.005189182676236,1.572011583710252e-05,0.0423694493227737,0.005291880804947536,1.1801812286095387e-15,145261.81818181815,140564.84848484848,142122.59740259737,143479.30735930736
109,-0.0034482624862252906,-0.007367360055268202,150138,150198,150354,149310,164803,135533,165353,134311,-0.012388864494459407,0.005190289994251891,0.0169896760226855,-0.0234150461019394,0.005291857111614131,9.656236966243555e-06,143623.11688311686,142411.16883116885,144972.20779220777,140422.07792207794
110,-0.021334404599759278,-0.02296829766931205,149838,150756,150965,148441,164919,135675,165438,133968,-0.015803356017017777,0.0051906719523047195,0.0023301440515966216,-0.0298653351912122,0.005291994699811535,1.6663427792754674e-08,143699.99999999997,142580.0,145260.7792207792,139887.79220779223
111,0.004469642397055615,0.010104353935989317,150145,149673,149569,150613,164714,135104,164712,135470,0.0027174936637756188,0.005188993583064287,0.6004848394985169,0.0051381838256067515,0.005291576992756835,0.33154239077821257,143730.3896103896,141810.56277056277,143537.6623376623,142349.95670995672
112,-0.005930663161877636,-0.0004315561849526417,150323,149946,150086,149645,165523,134746,165296,134435,-0.0009383575944671865,0.005191437906852083,0.8565630256075314,-0.0017728690841987535,0.0052920373840976845,0.7376198747535712,144967.01298701297,141003.4632034632,144833.76623376622,140624.32900432902
113,0.02640266238316176,0.025244329960396227,151427,149191,148915,150467,165701,134917,164214,135168,0.010873144608228039,0.005189860781449968,0.03616437674640309,0.020553061365807975,0.005291766923443282,0.00010276480172616692,145109.3506493506,141193.50649350652,143047.7922077922,142077.9220779221
114,0.0010512262843678111,-0.0018935242665194846,149754,149909,150233,150104,164743,134920,165115,135222,-1.9656333769874077e-05,0.0051897398711018,0.9969779896239821,-3.715378454256775e-05,0.00529167405591954,0.9943979566414771,143863.63636363632,141529.696969697,144189.8701298701,141845.36796536797
115,0.0004260152669714002,0.0013005008360313754,149563,150263,149639,150535,164579,135247,164907,135267,-0.001843108397395335,0.0051890950338057094,0.7224481606108333,-0.0034847873398209986,0.005291585848698238,0.5101831432128985,143480.77922077916,142067.79220779223,143896.36363636362,141983.63636363638
116,-0.022140442872785694,-0.02595454037350833,148345,150941,151004,149710,163925,135361,165954,134760,-0.016751446604840355,0.0051898243925648435,0.0012476872650547426,-0.03166551600208974,0.005291855733631857,2.1796321487302514e-09,142572.20779220774,142462.07792207794,145519.48051948048,140874.8051948052
117,0.014549035410874574,0.018238774183104052,150462,149456,149176,150906,165194,134724,164525,135557,0.010221946166576894,0.005189513825435361,0.04886921016421921,0.019324250891618974,0.005291696524806834,0.00026040223443594935,144551.1688311688,141085.02164502165,143249.61038961035,142542.77056277057
118,-0.03203318878303116,-0.0347396780267002,148337,151384,151221,149058,164025,135696,165676,134603,-0.01810254273695716,0.005189516954260976,0.0004861195913593482,-0.03422304210428433,0.005291825463130103,9.986687443053022e-11,142528.05194805193,142920.5194805195,145239.99999999997,140740.0
119,0.020631829684969853,0.015476855903772724,150915,149618,149221,150246,165824,134709,164269,135198,0.01304508924721445,0.005190177502051086,0.011956732965354338,0.02465622283750064,0.005291849220775678,3.1731278605559835e-06,145377.14285714284,140844.76190476192,143103.63636363632,142103.0303030303
120,0.04721747686777224,0.0501364191044425,151948,148678,147563,151811,166516,134110,163410,135964,0.032558699013860916,0.0051900257603708436,3.534265772610449e-10,0.06154719814463598,0.005292325126995738,2.9173516458479754e-31,146587.01298701295,139723.4632034632,141590.12987012984,143527.96536796537
121,-0.047240669070023854,-0.05132649040724875,148414,151746,152103,147737,164125,136035,165947,133893,-0.02691126745319291,0.005190235583776462,2.1603810214324295e-07,-0.05086638269853776,0.005292164059112355,7.140160793903669e-22,142481.81818181815,143384.84848484848,145960.77922077916,139601.12554112554
122,-0.07641331792762858,-0.08161816917115697,146590,152533,153588,147289,162702,136421,167200,133677,-0.04758948615155333,0.005190177623268962,4.7678983736068984e-20,-0.0899678127353722,0.0052930386533362435,8.58666014539209e-65,140433.24675324673,144445.80086580088,147700.2597402597,138849.26406926409
123,0.019113289162734734,0.021545348757210307,150621,149149,149235,150995,165362,134408,164476,135754,0.015336768230028662,0.005189745674664129,0.0031246021101523904,0.028991875041402323,0.005291806297274329,4.286195702958319e-08,144933.50649350646,140561.73160173162,143083.63636363632,142849.696969697
124,0.07894372645763524,0.0795304080943423,153057,147115,146921,152907,167102,133070,163590,136238,0.044769005909558436,0.005191537148918432,6.496164195078088e-18,0.08459799022203249,0.005293158604510575,1.6917832915452972e-57,147888.31168831163,137989.78354978355,141681.55844155842,143868.91774891777
125,-0.031012522163888157,-0.0373111338879288,148224,151658,151140,148978,163634,136248,165503,134615,-0.02341491820753944,0.005188587901140919,6.398556292187344e-06,-0.04428141890982712,0.005291852138838988,5.867958864027147e-17,141733.50649350646,143868.39826839828,145009.09090909085,140817.57575757577
126,-0.03875139076009879,-0.03599956890984887,148474,151102,151598,148826,164211,135365,166051,134373,-0.018498041490156,0.005190499566554662,0.0003654871559669986,-0.03495981289762017,0.005292005664313199,3.944283065972907e-11,142941.55844155842,142368.91774891777,145846.49350649345,140271.60173160172
127,0.018248534975722507,0.01795003702024562,150709,149601,149053,150637,165770,134540,164385,135305,0.014059938240244136,0.005190287729540841,0.006750794509192968,0.026573489894737463,0.005291880963741564,5.125388505453345e-07,145394.80519480517,140614.71861471861,143198.70129870126,142220.34632034632
128,-0.026048805736742762,-0.027425146413847457,148987,151235,150822,148956,164556,135666,164811,134967,-0.0067140798712642304,0.005188900213899946,0.19568918701355587,-0.012695316465132141,0.005291589404771853,0.01643318357018147,143233.24675324673,142692.46753246753,143927.53246753244,141575.3246753247
129,-0.015678626176348232,-0.011513927763966545,149785,150862,150002,149351,164719,135928,164602,134751,-0.0079861199442746,0.005188838510305224,0.12378089208804044,-0.01510097688652186,0.005291603990174254,0.004320492413479923,143308.83116883115,143021.64502164503,143768.31168831166,141329.78354978355
130,-0.010786025207921495,-0.0027054900567828107,149889,150264,149939,149908,164694,135459,164847,135000,-0.004322782042881863,0.005189192728786374,0.40482467746608,-0.008172882887338782,0.005291605887890337,0.12246736134750104,143519.99999999997,142340.0,143957.1428571428,141611.42857142858
131,0.016483481762845895,0.015369837795356259,150125,149773,149074,151028,164786,135112,164417,135685,0.006473715035024142,0.005188618302427718,0.2121496980933245,0.012242024220856908,0.0052915612326794245,0.02069519268670728,143819.74025974024,141797.4025974026,143042.8571428571,142768.57142857145
132,-0.012557834366832707,-0.004253370234709609,149673,149995,150324,150008,164664,135004,165193,135139,-0.002207976493150734,0.005189738224507274,0.6705083312213798,-0.004173754215129966,0.0052916764639517186,0.430264279973818,143717.40259740257,141680.69264069264,144334.28571428568,141696.19047619047
133,0.008609884894618234,0.0052564170877869585,150210,150067,149539,150184,165060,135217,164585,135138,0.0022974667036057923,0.005189370118405638,0.6579642645533335,0.004343445627634708,0.00529162215564366,0.41175135302496657,144121.03896103892,141857.05627705628,143545.19480519477,141905.28138528139
134,-0.005469682973972318,-0.003861069966211934,150273,150127,150162,149438,165613,134787,164980,134620,0.002589719795046401,0.005191035759083297,0.6178617698552813,0.004893405098617051,0.005291939718944027,0.3551270488700268,145062.59740259737,141032.6406926407,144327.27272727268,141006.0606060606
135,-0.026171176939722384,-0.0320717465222496,148477,151146,151259,149118,164008,135615,165725,134652,-0.01754083943870927,0.0051895695006770525,0.0007248102615353401,-0.033160498215890226,0.0052918231598478175,3.6957224871758244e-10,142548.05194805193,142807.18614718615,145278.18181818177,140795.15151515152
136,-0.009909454159354687,-0.010177147047123958,149912,150404,150359,149325,165535,134781,164876,134808,0.004189268694327648,0.005190712065488801,0.41962607640650273,0.007916601751634967,0.005291869012980888,0.13465534384360386,144964.41558441555,141050.82251082253,144094.5454545454,141318.78787878787
137,-0.02944705660349163,-0.028805735340085355,148297,150553,151607,149543,163422,135428,166389,134761,-0.022929829987560425,0.00518975820184308,9.948725201110049e-06,-0.043346929585162834,0.005292004195595705,2.590144709157973e-16,141884.15584415582,142734.8917748918,146083.89610389606,140725.6277056277
138,0.0002018594541945113,-0.00400019431015558,149769,150106,150194,149931,164673,135202,165334,134791,-0.007050483300947668,0.005190004362254494,0.17431349126727602,-0.013326497183345398,0.005291743879938045,0.011790394266504446,143626.23376623372,141969.00432900432,144698.1818181818,141135.15151515152
139,-0.034821721461813324,-0.02765202734888944,149237,150698,151376,148689,164732,135203,165830,134235,-0.013828566905326533,0.005191007006669557,0.007722975763949888,-0.026130464960586065,0.005292030851839906,7.90489976156652e-07,143702.33766233764,141950.0432900433,145631.1688311688,140145.02164502165
140,-0.03386209353155468,-0.03123301112884484,148469,151200,151142,149189,164008,135661,165721,134610,-0.018167802258667137,0.005189565888101591,0.0004638068081038767,-0.03434587213920056,0.0052918345192004305,8.56356911820235e-11,142524.15584415582,142874.8917748918,145294.80519480514,140734.71861471861
141,0.04514231077389905,0.05025274932481014,151546,148320,147911,152223,165684,134182,164695,135439,0.01531129560093596,0.005190692247108483,0.0031802101471458968,0.028935094440798538,0.005291982891659966,4.5585455471767246e-08,145469.09090909088,140117.57575757577,143531.68831168828,142310.21645021645
142,-0.0016478527961889089,-0.0005609541420483053,150127,150041,150001,149831,165109,135059,164953,134879,-0.0003883606792127239,0.0051900934896454195,0.9403521209599207,-0.0007340383312763334,0.005291732353611691,0.8896760098652787,144266.75324675321,141607.53246753247,144157.6623376623,141396.62337662338
143,-0.0016700931758405627,0.003152241139309024,149415,149738,150024,150823,164742,134411,165190,135657,0.006511632465235452,0.0051898979749399644,0.2095969590456349,0.012308494785550506,0.005291738653557693,0.02001945118474721,144126.75324675321,140780.8658008658,144061.29870129869,142459.65367965368
144,0.01584937628255602,0.011145553255359436,150620,149707,149457,150216,165474,134853,164265,135408,0.01144021459417247,0.005189551819551647,0.02749126290761538,0.021627139922702515,0.005291719464687564,4.370289385530729e-05,144847.79220779217,141177.9220779221,142989.3506493506,142413.5064935065
145,-0.013039777296052405,-0.007398863506494888,150251,150348,150206,149195,165227,135372,164796,134605,-0.0030700270029560546,0.005190037855698595,0.5541700180740452,-0.005802761944086703,0.005291735530110155,0.27282911733808823,144257.40259740254,142027.35930735932,144096.1038961039,141047.70562770564
146,-0.007080909378098387,0.003518976728795267,149801,149574,150162,150463,165039,134336,165897,134728,-0.00227149244798023,0.005191656933961673,0.6617288692122956,-0.004291340679210483,0.005292106686859914,0.4174262076776215,144551.42857142852,140567.61904761905,145462.07792207788,140847.4458874459
147,0.013172751772813024,0.01182938478840328,150552,150166,148948,150334,165234,135484,164192,135090,0.0034138386637026247,0.005189005703076078,0.5106034047261323,0.006454815927055208,0.005291593431396019,0.22253136757041692,144208.31168831166,142189.78354978355,143059.7402597402,141970.73593073594
148,0.008750334829741666,0.006772366617560099,150077,149647,149845,150431,165152,134572,164608,135668,0.011410685149807517,0.005189593112030854,0.027894781006556256,0.02157103981884508,0.0052917243225436995,4.574370744953145e-05,144575.58441558437,140875.84415584416,143299.74025974024,142677.4025974026
