j,is_signal,w_base,logOR_true,p_true,logOR_noisy,p_noisy,logOR_lambda,p_lambda,se_lambda,var_counts_lambda,var_extra_lambda
1232,0,3.262511826679065e-05,0.9385535108521137,2.842687520863378e-11,0.809639760833881,3.005329896532169e-08,2.3266791246089555,0.0019368955992382709,0.7506042271611559,0.5631516458160641,0.00025506001613208974
1233,0,3.259207348074569e-05,1.0196001924740192,6.564544461240049e-11,0.5890148656356948,0.00012831615095058621,1.4726177142690369,0.0019440763449339084,0.47524565914133643,0.2256033765165512,0.00025506001613208974
1234,0,3.255908889165675e-05,0.7532773218832652,8.563610408003445e-07,0.6351701820182942,5.48163052439708e-05,1.6212373556806388,0.0019522212072417846,0.5234177288637286,0.2737110588727316,0.00025506001613208974
1235,0,3.252616434125495e-05,1.0467265883396186,3.8666703137828424e-13,0.6913856430848714,1.49015759358182e-06,1.8156911562539313,0.0006224921701579256,0.5306524638949102,0.28133697742160685,0.00025506001613208974
1236,0,3.2493299671815176e-05,0.8785272838121149,1.8803745099038324e-08,0.771400478983949,1.940623005310316e-06,2.146902572813857,0.0035514863241892123,0.7363819848548593,0.5420033676026501,0.00025506001613208974
1237,0,3.2460494726153664e-05,1.1095942736325084,2.3627069785696553e-13,0.8447264597812906,3.74212011791833e-08,2.5229703921914797,0.005604253615391626,0.9107933513406135,0.829289468830134,0.00025506001613208974
1238,0,3.24277493476258e-05,0.9487979540487433,5.2674181734033614e-11,0.5520605440733155,0.00011656767383477087,1.3597943902768357,0.001230514354180546,0.420766085606523,0.17678903878050375,0.00025506001613208974
1239,0,3.239506338012379e-05,0.7566909536452807,4.378182741623933e-07,0.6292343589900115,4.343138188353637e-05,1.6009793248492652,0.0015652856008491196,0.5062706412438129,0.25605490216928944,0.00025506001613208974
1240,0,3.236243666807442e-05,0.9393023269757149,1.5742596859941156e-10,0.6480950335990753,1.159404046847235e-05,1.6630715847353497,0.0009217469971989453,0.5019255669694239,0.25167421476144564,0.00025506001613208974
1241,0,3.232986905643675e-05,0.8934855525604146,4.475918250467544e-09,0.6292343589900115,4.343138188353637e-05,1.6009793248492652,0.0015652856008491196,0.5062706412438129,0.25605490216928944,0.00025506001613208974
1242,0,3.22973603906999e-05,1.1207497564229356,5.126051936788624e-14,0.8083875503653675,6.397312522433334e-08,2.321363497519074,0.0024179803719594256,0.7652625607460377,0.585371726863451,0.00025506001613208974
1243,0,3.2264910516880833e-05,0.9504948802692457,2.918705739903897e-10,0.5483665213150614,0.00024065639119702406,1.3496985505006571,0.0020020010885218793,0.43680479507596387,0.19054336898522267,0.00025506001613208974
1244,0,3.223251928152209e-05,0.7765900271209151,1.0977409609343285e-07,0.4206662144336048,0.003939871157310927,0.9997235431952681,0.007871242979908035,0.3761833212775956,0.1412588311913106,0.00025506001613208974
1245,0,3.220018653168957e-05,0.8990354137887138,1.5642912943066242e-09,0.5423462185286715,0.0002588610172629657,1.332021312769668,0.001997314420959936,0.4309867990649017,0.18549456095207786,0.00025506001613208974
1246,0,3.216791211497038e-05,1.0420067994458857,4.758772422783294e-12,0.5306946087825204,0.00029834332973373404,1.2981807515974624,0.0019993228618451785,0.42007796714297513,0.1762104384628424,0.00025506001613208974
1247,0,3.2135695879470587e-05,0.6284734814370889,4.914388954955344e-05,0.39057837178128874,0.012359112943690867,0.9236849670892746,0.01909505956387422,0.39411904371809053,0.15507476060513006,0.00025506001613208974
1248,0,3.210353767381306e-05,0.9712294822143535,3.624735536768834e-10,0.685032694413043,1.1465596503666612e-05,1.7948061452738788,0.0016466927079908562,0.5702310604125544,0.3249084022430942,0.00025506001613208974
1249,0,3.207143734713531e-05,0.9479460394225647,6.639536384392574e-09,0.8642174575237561,4.2921265889264014e-07,2.6524989428780925,0.01798929155341693,1.121166547549372,1.256759367327646,0.00025506001613208974
1250,0,3.203939474908731e-05,0.9317146189023079,2.329427593972154e-10,0.7980287154607912,1.5510716251430747e-07,2.2700762746340346,0.002511483487041167,0.751194739254085,0.5640384762668806,0.00025506001613208974
1251,0,3.2007409729829363e-05,1.026696328666576,5.321016269744409e-12,0.540639238059664,0.00020223527460501694,1.3267078964338983,0.0016411389225352584,0.4213785213741607,0.1773047982593419,0.00025506001613208974
1252,0,3.1975482140029945e-05,1.2746873539207701,1.570924411390449e-13,0.9105165560794641,1.1171640743056073e-07,3.001152936600034,0.044180746742420327,1.4913510341608225,2.223872847076423,0.00025506001613208974
1253,0,3.1943611830863604e-05,0.7913740980010041,1.0436616520881505e-07,0.4568010979966281,0.002138652635575385,1.094640054330129,0.005607224356678092,0.39519013594463887,0.15592018353181003,0.00025506001613208974
1254,0,3.191179865400882e-05,0.7391839513419712,1.2311250449767164e-06,0.9297067202249246,2.1206122629959947e-08,3.1764867476812206,0.05758176848748389,1.6728313492637776,2.798109663063539,0.00025506001613208974
1255,0,3.18800424616459e-05,0.8972415727166065,2.2206252954432963e-09,0.4957512778205317,0.0008564109525540629,1.2001355964731273,0.003409738288812419,0.4098598896598025,0.1677300691358134,0.00025506001613208974
1256,0,3.184834310645491e-05,0.950656903467356,2.6120420674643696e-11,0.5555784421806566,8.473842114760683e-05,1.3699266228363884,0.0010159759734905747,0.41688970336771947,0.17354196475789305,0.00025506001613208974
1257,0,3.181670044161354e-05,0.653304290467179,6.878308006824612e-06,0.4252501230089089,0.0037541758381137024,1.0116468123741196,0.00770549517782495,0.37964625199738605,0.14387621663953065,0.00025506001613208974
1258,0,3.178511432079508e-05,1.0409120857403555,1.662241981958724e-12,0.5370590912471992,0.00018525176995534367,1.3161347167301147,0.0014879918547200035,0.41426766704804185,0.17136263994529516,0.00025506001613208974
1259,0,3.1753584598166336e-05,1.0730342965392632,1.864218001602094e-12,0.8570559615695421,3.797960005361615e-08,2.5993251664860777,0.007986378462672755,0.9798993199272824,0.9599476171778185,0.00025506001613208974
1260,0,3.172211112838556e-05,0.7388888846288494,8.850929599093494e-07,0.5187461074280381,0.0006602610991159174,1.264795867996189,0.0032962540304699024,0.43039759615604023,0.18498703076076578,0.00025506001613208974
1261,0,3.169069376660042e-05,0.9875802013349428,1.6297254105814324e-10,0.7500287011404756,1.7950122366748588e-06,2.0513101866606176,0.0022065931381046516,0.6701616972024693,0.4488616403811621,0.00025506001613208974
1262,0,3.165933236844597e-05,0.8981194332466658,6.138886067303599e-09,0.5397673562198915,0.00045658874662126407,1.3252151422596445,0.0029601919361895543,0.44592385520211864,0.19859302462218795,0.00025506001613208974
1263,0,3.162802679004261e-05,0.9739691943327998,8.881056636526818e-11,0.9239849214325759,5.491818959277799e-09,3.114445902607673,0.03964385017542739,1.5137475648466936,2.2911766300631626,0.00025506001613208974
1264,0,3.15967768879941e-05,0.9151649452301658,2.827536145728654e-09,0.7511578257921547,2.106265402583876e-06,2.056487829178874,0.0024214738707956838,0.6780408141437594,0.4594842856286,0.00025506001613208974
1265,0,3.1565582519385525e-05,0.8748049458132732,4.939756218762189e-09,0.4736990320250831,0.0014024891512793391,1.1398871362899607,0.0043767485805570475,0.40000964850457954,0.15975265888062518,0.00025506001613208974
1266,0,3.153444354178132e-05,0.7344724957243021,1.243004051040284e-06,0.37702340920641164,0.012609949286191134,0.8891806933338516,0.018674904706022576,0.37805983504484153,0.14267417885800068,0.00025506001613208974
1267,0,3.150335981322326e-05,0.7930800694899274,1.4467973218320532e-07,0.6688932419897051,1.653455113118116e-05,1.7365718993449717,0.001559213428587065,0.5489520508814962,0.3010932941508687,0.00025506001613208974
1268,0,3.147233119222854e-05,0.7882213421617863,5.4326761445909994e-08,0.5171708179052181,0.00040071592978262817,1.259639846713055,0.002227778377998925,0.41190867335247283,0.16941369516686205,0.00025506001613208974
1269,0,3.1441357537787746e-05,0.6647234619462886,2.603747555499095e-05,0.5341934840876934,0.0009483594762135108,1.3100565213932698,0.004860831533235172,0.46519999355522723,0.21615597398765135,0.00025506001613208974
1270,0,3.1410438709362945e-05,0.9845756136541169,7.2506185318201276e-12,0.48869790356996984,0.0005021074706710372,1.1799054612856446,0.002129352878922642,0.38413741313354266,0.14730649215279795,0.00025506001613208974
1271,0,3.137957456688569e-05,1.0663231851144623,3.991460467159591e-12,0.5261316353778872,0.0004099277706791138,1.285382821167434,0.002438984342946056,0.4241053368598709,0.17961027673689248,0.00025506001613208974
1272,0,3.134876497075516e-05,1.019503063234792,3.250452827131637e-11,0.5690255537241866,0.00016326933580470057,1.4112282324787286,0.0018578190619988287,0.4534696480942248,0.20537966172656796,0.00025506001613208974
1273,0,3.1318009781836176e-05,0.8082759604862301,5.0337096805367926e-08,0.6538944477858639,1.7119338187886637e-05,1.6836510779060152,0.0012658873500262149,0.5222885831062588,0.27253030402701134,0.00025506001613208974
1274,0,3.128730886145728e-05,0.8331400306949543,8.509049333056754e-09,0.5195337094140675,0.0003421443861698536,1.26620404086217,0.0020148764057253844,0.4100360894014741,0.1678745345955216,0.00025506001613208974
1275,0,3.125666207140886e-05,1.0785667765391314,6.134573857256341e-13,0.721595978008429,1.3343529700787888e-06,1.9324636343759343,0.0010753221687382457,0.5909602145633203,0.34897891518059343,0.00025506001613208974
1276,0,3.122606927394122e-05,0.7042917234293945,1.304592316246869e-06,0.8671036123080825,3.2965466400376964e-08,2.664696167952175,0.010267384967899553,1.0381831796862548,1.07756925456733,0.00025506001613208974
1277,0,3.1195530331762746e-05,0.8710443003527086,3.5928678775452206e-09,0.4931398195140747,0.0007792524628279019,1.1927355015274275,0.0031090406228823984,0.40339463742944465,0.162472173490701,0.00025506001613208974
1278,0,3.116504510803794e-05,0.549291510684881,0.0005827852586877091,0.18931126128859366,0.23521332781115445,0.4393890018046003,0.23565645585007322,0.37050678377823526,0.1370202168095599,0.00025506001613208974
1279,0,3.1134613466385625e-05,1.011020908481465,5.719550151124598e-10,0.6764822188137994,3.366345931604452e-05,1.7652073581827905,0.0025967440639351543,0.5860904866277475,0.3432469984994178,0.00025506001613208974
1280,0,3.1104235270877046e-05,1.055626863566147,1.043212101818497e-12,1.0236975721398784,8.606687918981914e-11,5.308749689086174,0.6516414757514752,11.758470874548966,138.26138224760018,0.00025506001613208974
1281,0,3.1073910386034014e-05,0.7718706230411968,1.1146739385858698e-07,0.4161787837163358,0.004131095663372252,0.9880932662993648,0.008043044762666722,0.3728291580742737,0.13874652109423968,0.00025506001613208974
1282,0,3.1043638676827104e-05,1.1648663981491638,1.5631332788006431e-13,1.038455689790971,3.2519280965997655e-10,19.169550974856662,0.9999987891839689,12632050.0941551,159568689581243.88,0.00025506001613208974
1283,0,3.101342000867376e-05,0.6765895935009214,1.3409410834226471e-05,0.5900816158329788,0.00022593262709539761,1.4768399852394762,0.0028774907365799146,0.49549558952818445,0.24526081922575096,0.00025506001613208974
1284,0,3.098325424743652e-05,0.8330390188739671,6.358879949077302e-08,0.5462235773978842,0.0004245554852398222,1.3441400588657522,0.0029651579956802582,0.4523702782854973,0.20438380865996617,0.00025506001613208974
1285,0,3.0953141259421166e-05,0.8558538137052067,1.495386920314586e-08,0.590470777761972,0.00010915108886373335,1.47695403707064,0.001771911534465299,0.4724714918462106,0.22297425059125175,0.00025506001613208974
1286,0,3.0923080911374946e-05,1.153274722566367,3.1380805408455423e-12,0.557538283241924,0.00042948500596942717,1.3779029286723559,0.0032991960637101707,0.4689309455790388,0.21964117170551933,0.00025506001613208974
1287,0,3.089307307048474e-05,0.9291644346164555,4.699352743158109e-10,0.31530420761818834,0.029086079508718415,0.736872094875758,0.034868688434954935,0.3492483339783007,0.12171933877048659,0.00025506001613208974
1288,0,3.0863117604375286e-05,1.0552401988724316,1.0582957791059611e-10,0.5141003485592563,0.0011667375056186144,1.2523801778361614,0.004919352882198823,0.44532749765220164,0.19806152014903958,0.00025506001613208974
1289,0,3.083321438110743e-05,0.9304581908613165,3.308451169307144e-10,0.9201724532565136,4.7310394066904275e-09,3.0775987706693777,0.03438705618639498,1.4547831085003953,2.1161388327619406,0.00025506001613208974
1290,0,3.0803363269176286e-05,0.7741824702483672,2.1466188054704951e-07,0.37323069713619084,0.011821802126437747,0.8794806819256556,0.01743365565595238,0.36992884376293667,0.1365922894316511,0.00025506001613208974
1291,0,3.0773564137509525e-05,1.0889162757592432,1.160065693968602e-12,0.8743078380918594,2.4515907366655558e-08,2.7132297048356318,0.01178453464691754,1.0773062473696025,1.1603336906054427,0.00025506001613208974
1292,0,3.07438168554656e-05,0.716014972175333,2.484410227329135e-06,0.40463150884208643,0.00792515903282735,0.9590908563256605,0.01353296680540326,0.38838600950062063,0.1505886323596841,0.00025506001613208974
1293,0,3.071412129283201e-05,0.662276269522381,9.620273896170226e-06,0.30536550971978943,0.04092522633135089,0.713146320932241,0.0472918823483813,0.35950731677079745,0.1289904507956064,0.00025506001613208974
1294,0,3.068447731982353e-05,0.8043097710664374,2.627457855819532e-08,0.5328773120955524,0.0002545229131248117,1.3043243838680156,0.001811201009113214,0.41811137514587393,0.17456206201024163,0.00025506001613208974
1295,0,3.0654884807080524e-05,1.2037958159785005,1.0844218280675926e-12,0.6499892609548631,6.282823024583646e-05,1.6721371571174959,0.0025715336061475445,0.5546438125887404,0.30737469882684176,0.00025506001613208974
1296,0,3.062534362566718e-05,1.037748682269345,2.4004025415603954e-10,0.5461232207337546,0.0006391397371441091,1.3444899307433167,0.003990347721971484,0.4670112991408912,0.21784449350913085,0.00025506001613208974
1297,0,3.059585364706982e-05,0.7201005969724048,4.785657974354393e-06,0.435392187409926,0.005936271242374367,1.0390640079442564,0.011883068194847494,0.41304853345381376,0.1703540309722142,0.00025506001613208974
1298,0,3.05664147431952e-05,1.218476532910398,3.5329164989665586e-14,0.4086020191619049,0.006161433627845719,0.9689791725774252,0.011028163240396318,0.38121693593405176,0.14507129222681484,0.00025506001613208974
1299,0,3.05370267863688e-05,0.8330390188739671,6.358879949077302e-08,0.4748296869463046,0.0019900140105706516,1.1434723692711763,0.00584434073674341,0.41484430573508463,0.1718407379846923,0.00025506001613208974
1300,0,3.0507689649333132e-05,0.9572172756944918,4.4659194327689395e-09,0.5698484142764911,0.00043246996373388403,1.4152289119938695,0.0036995521813197644,0.48755523762170716,0.23745504971622725,0.00025506001613208974
1301,0,3.047840320524605e-05,0.8017876883097744,1.0050402504066831e-07,0.9554386356762492,5.3997969374102145e-09,3.468342607096955,0.10361994349090838,2.1310181811419056,4.5409834283412245,0.00025506001613208974
1302,0,3.044916732767913e-05,1.068766743394557,1.14246714064414e-11,0.5890148656356948,0.00012831615095058621,1.4726177142690369,0.0019440763449339084,0.47524565914133643,0.2256033765165512,0.00025506001613208974
1303,0,3.0419981890615908e-05,0.9291469303400431,2.6153768328071163e-09,0.5462235773978842,0.0004245554852398222,1.3441400588657522,0.0029651579956802582,0.4523702782854973,0.20438380865996617,0.00025506001613208974
1304,0,3.0390846768450333e-05,0.892081687675294,1.75972535051386e-08,0.3378705068504732,0.028712309241534673,0.7924385255696997,0.03592378864501566,0.37774939496371174,0.1424395453793182,0.00025506001613208974
1305,0,3.0361761835985033e-05,0.7930800694899274,1.4467973218320532e-07,0.48131630945269643,0.001456366679591379,1.160831991520635,0.004725920928391726,0.4108928745331263,0.16857789432596335,0.00025506001613208974
1306,0,3.0332726968429702e-05,0.9856123884569116,6.66142005852359e-10,0.47717736689729107,0.0021933486485015514,1.1500611699870962,0.006406326051026229,0.42185111624847155,0.17770330426394937,0.00025506001613208974
1307,0,3.0303742041399485e-05,0.9602290873115912,1.5514257401206955e-09,0.5506738808114982,0.0004630695752403826,1.3574863266804231,0.003280899024660485,0.46171190150101865,0.21292281997155427,0.00025506001613208974
1308,0,3.0274806930913326e-05,0.9048803272606996,5.9234674762096996e-09,0.6436547570803356,4.2417201813387525e-05,1.6496572507331302,0.0018706049189596416,0.5304291839633102,0.2811000591838511,0.00025506001613208974
1309,0,3.0245921513392357e-05,0.8209088932100783,1.3057848296419073e-07,0.5843554416375353,0.00020859414317388718,1.4587913685827316,0.002571535642287385,0.483877573950542,0.2338824465561301,0.00025506001613208974
1310,0,3.0217085665658302e-05,0.69647397409186,1.3154438009899388e-06,0.4244532419341996,0.003392345305600939,1.0094284321100953,0.007041286270824775,0.3745719448604139,0.14004908186038087,0.00025506001613208974
1311,0,3.0188299264931846e-05,1.0200136977327676,7.712379457273144e-10,0.658107068119268,6.709485652499484e-05,1.70063050693836,0.002973674446187393,0.5725168435207865,0.3275204760988726,0.00025506001613208974
1312,0,3.015956218883106e-05,0.7574731214631395,6.084208513584293e-07,0.5397673562198915,0.00045658874662126407,1.3252151422596445,0.0029601919361895543,0.44592385520211864,0.19859302462218795,0.00025506001613208974
1313,0,3.013087431536982e-05,0.8541931925890538,4.1444666247784207e-08,0.6682511849618515,2.6909357590740235e-05,1.7350474455920133,0.0020314856516347175,0.5623064981198009,0.31593353781162165,0.00025506001613208974
1314,0,3.0102235522956204e-05,0.7124477973089453,1.2907960931472644e-06,0.6229020680148186,4.043181639522641e-05,1.5798784115625377,0.0013773336239680783,0.4938108623048425,0.24359410771412002,0.00025506001613208974
1315,0,3.007364569039094e-05,0.6411003858943567,9.46521524581996e-06,0.32750955323416614,0.02389815146533933,0.7665329667670354,0.02969804596228897,0.35257575037955163,0.12405459973957184,0.00025506001613208974
1316,0,3.0045104696865826e-05,0.8050815731677003,7.113048240940942e-08,0.4482440894460638,0.0026314852635884196,1.0719842507406325,0.006367579544516887,0.39292342507635153,0.15413375795759912,0.00025506001613208974
1317,0,3.0016612421962188e-05,0.6270933501434948,2.5131954894783695e-05,0.4043276689643302,0.007147332534337715,0.9581472609838455,0.012352679160774016,0.38296696291229104,0.14640863466613202,0.00025506001613208974
1318,0,2.9988168745649305e-05,1.169759825169768,1.3545894188057931e-12,0.5754958787842798,0.000265934909061803,1.431743110647,0.0027812415370641877,0.47869406393193514,0.22889294682753952,0.00025506001613208974
1319,0,2.9959773548282895e-05,0.7398294879258503,2.3840846776262953e-06,0.164289921720488,0.2862375126153115,0.38107314344279636,0.28513950148593536,0.3565279624618332,0.12685712800105425,0.00025506001613208974
1320,0,2.9931426710603567e-05,0.9230086514891084,1.0687865998723505e-08,0.48576673174547835,0.0022752449181015037,1.1738203330668566,0.006929185702564556,0.43471147426581874,0.18871900584222948,0.00025506001613208974
1321,0,2.9903128113735296e-05,0.7767581969928512,4.1368788774155337e-07,0.7359784120616255,4.304380786704224e-06,1.9931608975542834,0.0024760622859884432,0.658623672056237,0.4335300813767095,0.00025506001613208974
1322,0,2.987487763918387e-05,1.0566652389646887,2.1378826062283042e-10,0.7780509605607746,3.6693483785979677e-06,2.179323530790095,0.005246084830803701,0.7806937598418658,0.6092276866398969,0.00025506001613208974
1323,0,2.9846675168835437e-05,1.1609947069207907,8.931296873338999e-12,0.5508706068635338,0.0006973381842267384,1.3587577873263033,0.004417849099371082,0.4773140467776673,0.2275736392351411,0.00025506001613208974
1324,0,2.9818520584954943e-05,1.0721845936047238,1.3135280480086453e-12,0.5601100189401577,0.0001381331801368738,1.3840473745575737,0.0015080886252806917,0.43617835771963115,0.18999649972686242,0.00025506001613208974
1325,0,2.9790413770184674e-05,0.8688536143427684,5.094686041627482e-09,0.49031682007109256,0.0009112196501953472,1.1850867752443577,0.0034496746927593926,0.40522181503619026,0.1639496593650923,0.00025506001613208974
1326,0,2.976235460754273e-05,1.1108359382075634,2.5369285063098716e-11,0.6146174481311403,0.0001483846223249257,1.5547055308289839,0.0028393804815295787,0.5209070483115454,0.2710890929645146,0.00025506001613208974
1327,0,2.973434298042155e-05,1.0665213713609285,2.0135502438536743e-10,0.38533203538508537,0.015909615935864544,0.9107337199974146,0.0235271684468599,0.4021318503842188,0.16145496507730364,0.00025506001613208974
1328,0,2.970637877258644e-05,0.6330553314234971,1.8188308350943533e-05,0.5442010500070575,0.00033145430752222265,1.3378099474425673,0.0024325984059925068,0.44128814247103487,0.19448016466940427,0.00025506001613208974
1329,0,2.9678461868174114e-05,0.7391839513419712,1.2311250449767164e-06,0.35839832731126786,0.018155492854939757,0.8428211745099023,0.024691877900992098,0.37522266315065445,0.1405369869257374,0.00025506001613208974
1330,0,2.9650592151691185e-05,0.7867618863379943,3.920249387082326e-08,0.5349979302601149,0.00021714113071750256,1.3103069123079,0.0016413741301086436,0.4161749064229746,0.17294649272003956,0.00025506001613208974
1331,0,2.9622769508012763e-05,0.8050815731677003,7.113048240940942e-08,0.49289377269434437,0.001001899208778123,1.192376424769717,0.003782865186037643,0.41177162007064777,0.1693008070794738,0.00025506001613208974
1332,0,2.959499382238094e-05,0.9638042142229042,3.7956317888662506e-10,0.7500287011404756,1.7950122366748588e-06,2.0513101866606176,0.0022065931381046516,0.6701616972024693,0.4488616403811621,0.00025506001613208974
1333,0,2.9567264980403423e-05,1.1909476125170495,2.7051143991790547e-13,0.9100881794585336,3.3452817950716735e-08,2.9927594747579027,0.03528961743198444,1.4217253498715112,2.0210479104511387,0.00025506001613208974
1334,0,2.953958286805203e-05,0.5857238031561772,3.1144346240648334e-05,0.43170582801383706,0.002513037832287738,1.0280892020236776,0.005642788100309305,0.37143999530749217,0.1377126100978977,0.00025506001613208974
1335,0,2.9511947371661286e-05,0.8894867782085717,9.02435684940014e-09,0.6520681160467493,3.276399196098316e-05,1.6782617695509414,0.0018025314862952675,0.5377363179497704,0.28890528762604445,0.00025506001613208974
1336,0,2.948435837792701e-05,0.725366534579101,1.2644311385064785e-06,0.5505039095323193,0.0003079584653355334,1.3563749728539358,0.002440096322210555,0.4475491504641056,0.2000451820650105,0.00025506001613208974
1337,0,2.9456815773904863e-05,0.7478294267997827,6.232092988332704e-07,0.390803878087028,0.009040963814208552,0.9237526796559535,0.014492906994388743,0.3778425497321384,0.14250993237195136,0.00025506001613208974
1338,0,2.942931944700898e-05,1.0878185416459731,8.176723531491987e-13,0.7074119277336877,2.692672587645038e-06,1.8774850600132558,0.0011490460859155142,0.5774681719362582,0.33321442958327185,0.00025506001613208974
1339,0,2.9401869285010543e-05,1.226453950260609,7.593104409625272e-15,0.5866935482585198,8.580170214393167e-05,1.464816083333517,0.0014440966080468058,0.459811364826552,0.21117143120752438,0.00025506001613208974
1340,0,2.937446517603637e-05,0.8392815289267174,1.214085239555333e-07,0.5047445391584359,0.0014612936663731734,1.2261828997616775,0.005495589938612175,0.44163676973815735,0.19478797636862213,0.00025506001613208974
1341,0,2.934710700856755e-05,0.7820735475289571,4.070409885178813e-07,0.6179824825506781,9.104140257111445e-05,1.5648993613384874,0.002161791314373906,0.5102286721760131,0.26007823789436535,0.00025506001613208974
1342,0,2.9319794671438047e-05,0.7380978527501041,3.2942541132843854e-07,0.684777380957619,5.108171576875281e-06,1.7926797606277096,0.0010612297387364827,0.5475888022259241,0.29959843630709015,0.00025506001613208974
1343,0,2.9292528053833312e-05,1.1927548375383719,8.865175220793472e-14,0.8075269158094349,3.402093145670585e-07,2.319930997524731,0.004190671232976846,0.8101899652175999,0.6561527197231637,0.00025506001613208974
1344,0,2.926530704528894e-05,0.8593920623225517,2.060454585296655e-08,0.7939105804103683,7.064193029252336e-07,2.252387469662495,0.003938998955550224,0.781263529511231,0.6101176425282141,0.00025506001613208974
1345,0,2.923813153568927e-05,0.8359696656769133,4.489309682282495e-08,0.5483980471369433,0.0003615773513848724,1.3503483403274916,0.0026893461950700803,0.4499389812334077,0.20219002681722473,0.00025506001613208974
1346,0,2.921100141526604e-05,0.9412978216102765,4.870579692418356e-09,0.7388894463086593,6.972692506140052e-06,2.0062966549540304,0.003260600282046911,0.681941133835176,0.4647886500002733,0.00025506001613208974
1347,0,2.918391657459704e-05,0.8183242410481757,9.436498383809743e-08,0.5310617014781519,0.0005753086369218866,1.3001255472722886,0.0032709531508359605,0.44206078167473467,0.19516267467874532,0.00025506001613208974
1348,0,2.9156876904604763e-05,1.027001416874512,1.073513307294761e-11,0.5802815250989367,9.304953788957089e-05,1.4450176548012164,0.0014198811301869988,0.45290141505222814,0.20486463174017855,0.00025506001613208974
1349,0,2.912988229655507e-05,0.7591775811937662,1.1758450177034665e-06,0.5736777356652619,0.0003126968511049347,1.4264146103521778,0.003057735001966729,0.4815920287263902,0.23167582211666812,0.00025506001613208974
1350,0,2.9102932642055826e-05,1.2812226443396626,3.365507300833966e-14,0.781318409632876,1.7140236176813332e-06,2.1931059330348623,0.0041671339060063775,0.7654219606857002,0.5856157178838096,0.00025506001613208974
1351,0,2.9076027833055617e-05,0.8451722113619367,6.040279573483107e-08,0.8163287009712981,6.37256257659676e-07,2.367791237293102,0.006388713641568822,0.8682343629789989,0.7535758490414161,0.00025506001613208974
1352,0,2.9049167761842388e-05,0.80825403183334,2.673029881830061e-07,0.4984649599598876,0.001558394887612041,1.2086050865985123,0.0055495819624580105,0.4358048390642394,0.18967079773567552,0.00025506001613208974
1353,0,2.902235232104215e-05,0.8017876883097744,1.0050402504066831e-07,0.6292343589900115,4.343138188353637e-05,1.6009793248492652,0.0015652856008491196,0.5062706412438129,0.25605490216928944,0.00025506001613208974
1354,0,2.899558140361767e-05,0.7875170890828215,4.001585035870444e-07,0.5015235662735363,0.0013301879666000073,1.2169475926293432,0.005001784973460098,0.43355283288359725,0.18771299888526033,0.00025506001613208974
1355,0,2.8968854902867164e-05,0.8785272838121149,1.8803745099038324e-08,0.5439770704337505,0.0004985309871720845,1.3377416339690251,0.0032705195207747614,0.45484442362414995,0.2066283896858531,0.00025506001613208974
1356,0,2.8942172712422985e-05,1.0284536677003893,1.785434392082111e-10,0.467908094402968,0.0027181403601325115,1.1250563475017339,0.0072433349838708205,0.41894600459747194,0.1752606947520529,0.00025506001613208974
1357,0,2.8915534726250346e-05,0.9306956032967427,1.0270224760432592e-08,0.596163852180304,0.0002444565848707825,1.4961871742273962,0.0032277120370333536,0.5080128564355483,0.25782200228767294,0.00025506001613208974
1358,0,2.888894083864605e-05,0.7440060856113382,1.2184678024138137e-06,0.3626632641615708,0.01748702587611817,0.8534654001887413,0.024118288215147114,0.37843667167865364,0.14295925445508498,0.00025506001613208974
1359,0,2.8862390944237167e-05,0.8806592932012949,3.6719124516261935e-08,0.6237183671118114,0.00011525318345464017,1.5841936687360694,0.0026854848880027067,0.5277798178343668,0.2782964760971453,0.00025506001613208974
1360,0,2.883588493797981e-05,0.9966077345153003,3.800234072846469e-11,0.684824731642354,6.00356437018395e-06,1.793077344912332,0.001158481320418289,0.5519012081232673,0.30433988351178987,0.00025506001613208974
1361,0,2.8809422715157814e-05,1.0880891588424542,1.433029185754428e-11,0.6266131734677299,7.071013285728518e-05,1.5929889576180902,0.0020487375474681807,0.5166884159420411,0.26671185915256357,0.00025506001613208974
1362,0,2.878300417138153e-05,0.955595534173104,5.643203774882207e-10,0.48131630945269643,0.001456366679591379,1.160831991520635,0.004725920928391726,0.4108928745331263,0.16857789432596335,0.00025506001613208974
1363,0,2.8756629202586514e-05,1.1343976089430101,5.115545899271475e-12,0.746369331971526,4.498460154058593e-06,2.037234827372665,0.003077057893500434,0.6882705500517083,0.47346129005234916,0.00025506001613208974
1364,0,2.873029770503233e-05,0.8446772844967604,3.087744294696896e-08,0.5806015066692811,0.00016367716377445882,1.4467678291856418,0.002096725200724878,0.47031340609943023,0.2209396399407155,0.00025506001613208974
1365,0,2.8704009575301244e-05,0.743168603595532,6.300423948467268e-07,0.5212846125346687,0.000563262527373292,1.2718543548507766,0.0029801087142915274,0.4282651833359639,0.18315600724165468,0.00025506001613208974
1366,0,2.8677764710297062e-05,0.8514628775699383,5.8781593648400296e-08,0.7729750798047305,2.275582892136704e-06,2.154513311153602,0.003912585087374783,0.7467660673007848,0.5574044992557482,0.00025506001613208974
1367,0,2.8651563007243803e-05,0.9503188028373938,3.2806678165773593e-09,0.6941237154151203,1.974332219709998e-05,1.829770056366046,0.0025436790164385112,0.606266255516166,0.367303712561461,0.00025506001613208974
